,year,roll_number,congress,session,chamber,bill,vote_question,vote_type,date,time,vote_result,description,yea,nay,not_voting
169,1990,169,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2338: Motion to Table Amendment No. 2338; To allow cargo preference requirements to be lifted if determined to prevent the completion of an agricultural sale from the United States.,1/2,24/7/1990,05:40PM,Motion to Table Agreed to,To allow cargo preference requirements to be lifted if determined to prevent the completion of an agricultural sale from the United States.,62,34,4
170,1990,170,101,2,Senate,S. 2830,On the Amendment S.Amdt. 2342: Daschle Amendment No. 2342; To target deficiency payments and acreage limitation requirements for wheat and feed grains.,1/2,24/7/1990,09:13PM,Amendment Rejected,To target deficiency payments and acreage limitation requirements for wheat and feed grains.,24,72,4
171,1990,171,101,2,Senate,S. 2830,"On the Motion to Table S.Amdt. 2343: Motion to Table Grassley Amendment No.2343; To provide for additional flexibility in the planting program of crops, oilseeds, or other crops on reduced acreage.",1/2,24/7/1990,10:40PM,Motion to Table Agreed to,"To provide for additional flexibility in the planting program of crops, oilseeds, or other crops on reduced acreage.",66,30,4
172,1990,172,101,2,Senate,S. 2830,"On the Amendment S.Amdt. 2353: Baucus Amendment No. 2353; To modify the method of calculating the support price for milk and deficiency payments for wheat, feed grains, upland cotton, and rice.",1/2,25/7/1990,01:17PM,Amendment Rejected,"To modify the method of calculating the support price for milk and deficiency payments for wheat, feed grains, upland cotton, and rice.",26,72,2
173,1990,173,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2354: Motion to Table Amendment No. 2354; To repeal the existing quota and price support program for peanuts and to authorize the Secretary of Agriculture to support the price of peanuts at a level to be determined by the Secretary.,1/2,25/7/1990,01:49PM,Motion to Table Agreed to,To repeal the existing quota and price support program for peanuts and to authorize the Secretary of Agriculture to support the price of peanuts at a level to be determined by the Secretary.,57,41,2
174,1990,174,101,2,Senate,S.Res. 311,On the Motion: Motion To Instruct; An original resolution concerning the Select Committee on Ethics investigation of Senator David F. Durenberger.,1/2,25/7/1990,03:19PM,Motion Agreed to,An original resolution concerning the Select Committee on Ethics investigation of Senator David F. Durenberger.,97,1,2
175,1990,175,101,2,Senate,S.Res. 311,On the Resolution: S. Res. 311; An original resolution concerning the Select Committee on Ethics investigation of Senator David F. Durenberger.,1/2,25/7/1990,06:34PM,Resolution Agreed to,An original resolution concerning the Select Committee on Ethics investigation of Senator David F. Durenberger.,96,0,
176,1990,176,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2383: Motion to Table Daschle Amdt. No. 2383; To improve the operations of the Federal crop insurance program.,1/2,26/7/1990,01:40PM,Motion to Table Failed,To improve the operations of the Federal crop insurance program.,42,55,3
177,1990,177,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2384: Motion to Table Amdt. No. 2384; To exempt certain American Great Lakes vessels from the cargo preference requirements and provide for the phase out of the Great Lakes set-aside.,1/2,26/7/1990,04:56PM,Motion to Table Failed,To exempt certain American Great Lakes vessels from the cargo preference requirements and provide for the phase out of the Great Lakes set-aside.,46,50,
178,1990,178,101,2,Senate,S. 2830,"On the Amendment S.Amdt. 2389: Helms Amdt. No. 2389; To prohibit U.S. financial institutions, whose deposits are insured by the United States taxpayer, from extending credit to the Soviet Union at interest rates below those offered to American farmers.",1/2,27/7/1990,10:02AM,Amendment Agreed to,"To prohibit U.S. financial institutions, whose deposits are insured by the United States taxpayer, from extending credit to the Soviet Union at interest rates below those offered to American farmers.",64,32,4
179,1990,179,101,2,Senate,S. 2830,"On the Amendment S.Amdt. 2397: Deconcini Amdt. No. 2397; To require a report by the President on U.S. oil purchased from Iraq, possible alternative sources of oil, and the economic consequences of an embargo.",1/2,27/7/1990,10:31AM,Amendment Agreed to,"To require a report by the President on U.S. oil purchased from Iraq, possible alternative sources of oil, and the economic consequences of an embargo.",80,16,4
180,1990,180,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2398: Motion to Table Amdt. No. 2398; To ensure that restrictions on credit to Iraq are not imposed so as to hurt American farmers and workers more than they hurt Iraq.,1/2,27/7/1990,11:24AM,Motion to Table Agreed to,To ensure that restrictions on credit to Iraq are not imposed so as to hurt American farmers and workers more than they hurt Iraq.,57,38,5
181,1990,181,101,2,Senate,S. 2830,"On the Amendment S.Amdt. 2396: D'Amato Amdt. No. 2396; To deny Iraq financial credits and benefits, including guarantees made by the Commodity Credit Corporation of loans, until the President certifies that Iraq is in substantial compliance with its obligations under international law.",1/2,27/7/1990,11:46AM,Amendment Agreed to,"To deny Iraq financial credits and benefits, including guarantees made by the Commodity Credit Corporation of loans, until the President certifies that Iraq is in substantial compliance with its obligations under international law.",83,12,5
182,1990,182,101,2,Senate,S. 2830,On the Motion to Table S.Amdt. 2399: Motion to Table Symms Amdt. No. 2399; Relating to the protection of private property.,1/2,27/7/1990,12:35PM,Motion to Table Agreed to,Relating to the protection of private property.,52,43,5
183,1990,183,101,2,Senate,S. 2830,On the Amendment S.Amdt. 2400: Pressler Amdt. No. 2400; Relating to honey price support.,1/2,27/7/1990,01:46PM,Amendment Rejected,Relating to honey price support.,40,55,5
184,1990,184,101,2,Senate,S. 2830,On the Amendment S.Amdt. 2401: Specter Amdt. No. 2401; To provide for the establishment of a grading program for imports of Chilean fruits and vegetables.,1/2,27/7/1990,02:08PM,Amendment Rejected,To provide for the establishment of a grading program for imports of Chilean fruits and vegetables.,29,66,5
185,1990,185,101,2,Senate,S. 2830,"On the Amendment S.Amdt. 2404: Heinz Amdt. No. 2404; To provide the President with authority to enter cooperative agreements with heads of states to establish grading programs for horticultural crops, in accordance with domestic marketing agreements.",1/2,27/7/1990,02:27PM,Amendment Rejected,"To provide the President with authority to enter cooperative agreements with heads of states to establish grading programs for horticultural crops, in accordance with domestic marketing agreements.",25,68,7
186,1990,186,101,2,Senate,S. 2830,"On the Motion to Table S.Amdt. 2425: Motion to Table Grassley Amdt. No. 2425; To provide that in the administration of certain cargo perference laws, a United States-flag vessel may not charge a rate greater than 110 percent of the lowest bid by a foreign-flag vessel.",1/2,27/7/1990,04:48PM,Motion to Table Agreed to,"To provide that in the administration of certain cargo perference laws, a United States-flag vessel may not charge a rate greater than 110 percent of the lowest bid by a foreign-flag vessel.",62,30,8
187,1990,187,101,2,Senate,S. 2830,"On Passage of the Bill: S. 2830 - Farm Bill; An original bill to extend and revise agricultural price support and related programs, to provide for agricultural export, resource conservation, farm credit, and agricultural research and related programs, to ensure consumers an abundance of food and fiber at reasonable prices, and for other purposes.",1/2,27/7/1990,05:28PM,Bill Passed,"An original bill to extend and revise agricultural price support and related programs, to provide for agricultural export, resource conservation, farm credit, and agricultural research and related programs, to ensure consumers an abundance of food and fiber at reasonable prices, and for other purposes.",70,21,9
188,1990,188,101,2,Senate,S. 137,On the Amendment S.Amdt. 2433: McConnell Amdt. No. 2433; To strike provisions relating to taxpayer funding of Senate campaigns.,1/2,30/7/1990,08:00PM,Amendment Rejected,To strike provisions relating to taxpayer funding of Senate campaigns.,46,49,5
189,1990,189,101,2,Senate,S. 137,On the Amendment S.Amdt. 2438: Hatch Amdt. No. 2438; To protect the rights of workers to choose whether their collective bargaining dues or any other payment required as a condition of employment shall be used for political purposes.,1/2,31/7/1990,11:25AM,Amendment Rejected,To protect the rights of workers to choose whether their collective bargaining dues or any other payment required as a condition of employment shall be used for political purposes.,41,59,
190,1990,190,101,2,Senate,S. 137,On the Amendment S.Amdt. 2439: Boren Amdt. No. 2439; Relating to payments to labor organizations in lieu of dues.,1/2,31/7/1990,12:37PM,Amendment Agreed to,Relating to payments to labor organizations in lieu of dues.,57,43,
191,1990,191,101,2,Senate,S. 137,On the Amendment S.Amdt. 2440: Bentsen Amdt. No. 2440; To amend the Federal Election Campaign Act of 1971 to tighten provisions relating to contributions by foreign nationals.,1/2,31/7/1990,02:54PM,Amendment Agreed to,To amend the Federal Election Campaign Act of 1971 to tighten provisions relating to contributions by foreign nationals.,73,27,
192,1990,192,101,2,Senate,S. 137,On the Amendment S.Amdt. 2442: McConnell Amdt. No. 2442; Eliminating soft money expenditures by tax-exempt organizations.,1/2,31/7/1990,07:20PM,Amendment Rejected,Eliminating soft money expenditures by tax-exempt organizations.,41,58,1
193,1990,193,101,2,Senate,S. 137,"On the Amendment S.Amdt. 2441: Nickles Amdt. No. 2441; Relating to restrictions on, and requirements with respect to, use of franked mail for mass mailings.",1/2,31/7/1990,07:40PM,Amendment Agreed to,"Relating to restrictions on, and requirements with respect to, use of franked mail for mass mailings.",98,1,1
194,1990,194,101,2,Senate,S. 137,On the Amendment S.Amdt. 2443: Kerry Amdt. No. 2443; In the nature of a substitute.,1/2,31/7/1990,10:40PM,Amendment Rejected,In the nature of a substitute.,38,60,2
195,1990,195,101,2,Senate,S. 137,On the Amendment S.Amdt. 2444: McCain Amdt. No. 2444; To restrict the use of contributions and of payments and benefits received under title V of FECA to bona fide campaign activities and to require that surplus campaign funds be paid into the Treasury of the United States to aid in reducing the deficit.,1/2,31/7/1990,11:04PM,Amendment Rejected,To restrict the use of contributions and of payments and benefits received under title V of FECA to bona fide campaign activities and to require that surplus campaign funds be paid into the Treasury of the United States to aid in reducing the deficit.,49,49,2
196,1990,196,101,2,Senate,S. 137,"On the Amendment S.Amdt. 2445: Dodd Amdt. No. 2445; To amend the Ethics in Government Act of 1978 and the Ethics Reform Act of 1989 to apply the same honoraria provisions to Senators and officers and employees of the Senate as apply to Members of the House of Representatives and other officers and employees of the Government, and for other purposes.",1/2,1/8/1990,12:15PM,Amendment Agreed to,"To amend the Ethics in Government Act of 1978 and the Ethics Reform Act of 1989 to apply the same honoraria provisions to Senators and officers and employees of the Senate as apply to Members of the House of Representatives and other officers and employees of the Government, and for other purposes.",77,23,
197,1990,197,101,2,Senate,S. 137,"On the Amendment S.Amdt. 2446: Moynihan Amdt. No. 2446; To prohibit the acceptance of any unearned income which exceeds 15 percent of the salary of a Member, officer or employee of the Government who is not a career-civil servant.",1/2,1/8/1990,01:52PM,Amendment Agreed to,"To prohibit the acceptance of any unearned income which exceeds 15 percent of the salary of a Member, officer or employee of the Government who is not a career-civil servant.",51,49,
198,1990,198,101,2,Senate,S. 137,"On the Amendment S.Amdt. 2447: Wilson Amdt. No. 2447; To prohibit expenditures for public financing under the Federal Election Campaign Act unless $100,000,000 is appropriated to carry out programs for pregnant and post partum women and their infants.",1/2,1/8/1990,02:24PM,Amendment Agreed to,"To prohibit expenditures for public financing under the Federal Election Campaign Act unless $100,000,000 is appropriated to carry out programs for pregnant and post partum women and their infants.",59,41,
199,1990,199,101,2,Senate,S. 137,On the Amendment S.Amdt. 2448: Exon Amdt. No. 2448; To provide that the Senate Election Campaign Fund be established exclusively with monies derived from income tax refunds due the person or additional amounts included with the person's return and not from any income tax liability owed by the person to the U.S. Treasury.,1/2,1/8/1990,03:15PM,Amendment Rejected,To provide that the Senate Election Campaign Fund be established exclusively with monies derived from income tax refunds due the person or additional amounts included with the person's return and not from any income tax liability owed by the person to the U.S. Treasury.,39,60,1
200,1990,200,101,2,Senate,S. 137,On the Amendment S.Amdt. 2449: Boren Amdt. No. 2449; To express the sense of the Senate that the Senate Election Campaign Fund be established exclusively with monies derived from income tax refunds due the person or additional amounts included with the person's return and not from any income tax liability owed by the person to the U.S. Treasury.,1/2,1/8/1990,04:26PM,Amendment Agreed to,To express the sense of the Senate that the Senate Election Campaign Fund be established exclusively with monies derived from income tax refunds due the person or additional amounts included with the person's return and not from any income tax liability owed by the person to the U.S. Treasury.,55,44,1
201,1990,201,101,2,Senate,S. 137,On the Amendment S.Amdt. 2450: McCain Amdt. No. 2450; Striking certain provisions allowing a candidate to exceed spending limits.,1/2,1/8/1990,06:03PM,Amendment Rejected,Striking certain provisions allowing a candidate to exceed spending limits.,44,55,1
202,1990,202,101,2,Senate,S. 137,On the Amendment S.Amdt. 2452: Dole Amdt. No. 2452; In the nature of a substitute.,1/2,1/8/1990,08:59PM,Amendment Rejected,In the nature of a substitute.,44,55,1
203,1990,203,101,2,Senate,S. 137,"On the Motion to Table S.Amdt. 2454: Motion to Table; To require Presidential, Vice Presidential, and Senatorial candidates who receive public campaign funding to engage in debate.",1/2,1/8/1990,09:48PM,Motion to Table Agreed to,"To require Presidential, Vice Presidential, and Senatorial candidates who receive public campaign funding to engage in debate.",73,26,1
204,1990,204,101,2,Senate,S. 137,"On Passage of the Bill: S. 137 - Final Passage; A bill to amend the Federal Election Campaign Act of 1971 to provide for a voluntary system of spending limits and partial public financing of Senate general election campaigns, to limit contributions by multicandidate political committees, and for other purposes.",1/2,1/8/1990,10:07PM,Bill Passed,"A bill to amend the Federal Election Campaign Act of 1971 to provide for a voluntary system of spending limits and partial public financing of Senate general election campaigns, to limit contributions by multicandidate political committees, and for other purposes.",59,40,1
205,1990,205,101,2,Senate,H.R. 5019,On the Amendment S.Amdt. 2491: McClure Amdt. No. 2491; No Statement of Purpose on File.,1/2,2/8/1990,09:59AM,Amendment Agreed to,No Statement of Purpose on File.,76,23,1
206,1990,206,101,2,Senate,H.R. 1465,"On the Conference Report: Conference Report; A bill to establish limitations on liability for damages resulting from oil pollution, to establish a fund for the payment of compensation for such damages, and for other purpose.",1/2,2/8/1990,12:15PM,Conference Report Agreed to,"A bill to establish limitations on liability for damages resulting from oil pollution, to establish a fund for the payment of compensation for such damages, and for other purpose.",99,0,1
207,1990,207,101,2,Senate,S. 2884,On the Amendment S.Amdt. 2485: Nunn Amdt. No. 2485; To express the sense of Congress regarding the B-2 aircraft program and to add additional restrictions on the obligation of funds for such program.,1/2,2/8/1990,05:29PM,Amendment Agreed to,To express the sense of Congress regarding the B-2 aircraft program and to add additional restrictions on the obligation of funds for such program.,97,2,1
208,1990,208,101,2,Senate,S. 2884,On the Amendment S.Amdt. 2494: Leahy Amdt. No. 2494; To terminate production under the B-2 aircraft program.,1/2,2/8/1990,05:51PM,Amendment Rejected,To terminate production under the B-2 aircraft program.,43,56,1
209,1990,209,101,2,Senate,S. 2884,On the Amendment S.Amdt. 2493: Cohen Amdt. No. 2493; To limit the use of funds for the B-2 aircraft program.,1/2,2/8/1990,06:30PM,Amendment Rejected,To limit the use of funds for the B-2 aircraft program.,45,53,
210,1990,210,101,2,Senate,S. 2884,"On the Motion to Table S.Amdt. 2495: Dixon Amdt. No. 2495; To prohibit the use of funds for construction in connection with the relocation of any function of the DOD located a Torrejon Air Force Base, Spain, to Crotone, Italy.",1/2,2/8/1990,08:04PM,Motion to Table Agreed to,"To prohibit the use of funds for construction in connection with the relocation of any function of the DOD located a Torrejon Air Force Base, Spain, to Crotone, Italy.",51,47,2
211,1990,211,101,2,Senate,S.Res. 318,On the Resolution: S.Res.318; A resolution to condemn Iraq's invasion of Kuwait.,1/2,2/8/1990,10:11PM,Resolution Agreed to,A resolution to condemn Iraq's invasion of Kuwait.,97,0,3
212,1990,212,101,2,Senate,S. 2884,"On the Cloture Motion S.Amdt. 2514: Cloture; To amend title 10, United States Code, regarding the entitlement of members of the Armed Forces and their dependents to receive reproductive health services in uniformed services medical facilities outside the United States.",3/5,3/8/1990,10:34AM,Cloture Motion Rejected,"To amend title 10, United States Code, regarding the entitlement of members of the Armed Forces and their dependents to receive reproductive health services in uniformed services medical facilities outside the United States.",58,41,1
213,1990,213,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2515: Conrad Amdt. No. 2515; To further reduce the end strength for military personnel assigned to duty in Europe.,1/2,3/8/1990,11:46AM,Motion to Table Agreed to,To further reduce the end strength for military personnel assigned to duty in Europe.,59,40,1
214,1990,214,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2517: Motion to Table; To increase the amount of the pay raise for members of the uniformed services to 4.1 percent.,1/2,3/8/1990,12:49PM,Motion to Table Agreed to,To increase the amount of the pay raise for members of the uniformed services to 4.1 percent.,67,32,1
215,1990,215,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2520: Motion to Table; To retire the remaining battleships.,1/2,3/8/1990,02:52PM,Motion to Table Agreed to,To retire the remaining battleships.,55,44,1
216,1990,216,101,2,Senate,S. 2884,"On the Motion to Table S.Amdt. 2522: Deconcini Amdt. No. 2522; To establish a demonstration program to allow drug addicted mothers to reside in drug abuse treatment facilities with their children, and to offer such mothers new behavior and education skills which can help prevent substance abuse in subsequent generations.",1/2,3/8/1990,03:51PM,Motion to Table Agreed to,"To establish a demonstration program to allow drug addicted mothers to reside in drug abuse treatment facilities with their children, and to offer such mothers new behavior and education skills which can help prevent substance abuse in subsequent generations.",51,48,1
217,1990,217,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2523: Roth Amdt. No. 2523; To prohibit the transfer to the Department of Defense of lands under the jurisdiction of any other department or agency of the Federal Government.,1/2,3/8/1990,05:16PM,Motion to Table Agreed to,To prohibit the transfer to the Department of Defense of lands under the jurisdiction of any other department or agency of the Federal Government.,93,6,1
218,1990,218,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2524: Motion to Table; To minimize the adverse effects on local communities caused by the closure of military installations.,1/2,3/8/1990,05:38PM,Motion to Table Agreed to,To minimize the adverse effects on local communities caused by the closure of military installations.,81,18,1
219,1990,219,101,2,Senate,S. 2884,"On the Motion to Table S.Amdt. 2547: Motion to Table; To limit to $77,000,000 the amount of 1991 fiscal year funds that may be obligated for the kinetic energy ASAT program.",1/2,3/8/1990,07:32PM,Motion to Table Agreed to,"To limit to $77,000,000 the amount of 1991 fiscal year funds that may be obligated for the kinetic energy ASAT program.",52,45,3
220,1990,220,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2550: Bumpers Amdt. No. 2550; To improve the process for base closures and realignments.,1/2,3/8/1990,08:41PM,Motion to Table Failed,To improve the process for base closures and realignments.,43,54,3
221,1990,221,101,2,Senate,S. 2884,On the Amendment S.Amdt. 2550: Bumpers Amdt. No. 2550; To improve the process for base closures and realignments.,1/2,3/8/1990,09:31PM,Amendment Rejected,To improve the process for base closures and realignments.,43,54,3
222,1990,222,101,2,Senate,S. 2884,"On the Amendment S.Amdt. 2552: Glenn Amdt. No. 2552; To strike out sections 2809 and 2810, relating to the use of funds from the leasing and disposal of Department of Defense property.",1/2,3/8/1990,11:08PM,Amendment Rejected,"To strike out sections 2809 and 2810, relating to the use of funds from the leasing and disposal of Department of Defense property.",29,67,4
223,1990,223,101,2,Senate,S. 2884,On the Amendment S.Amdt. 2588: Bingaman Amdt. No. 2588; To specify certain limitations on the use of funds for the SDI program.,1/2,4/8/1990,01:03PM,Amendment Agreed to,To specify certain limitations on the use of funds for the SDI program.,54,44,2
224,1990,224,101,2,Senate,S. 2884,On the Amendment S.Amdt. 2587: Warner Amdt. No. 2587; To express the Sense of the Congress on Enhanced Theater Defense Systems.,1/2,4/8/1990,01:26PM,Amendment Agreed to,To express the Sense of the Congress on Enhanced Theater Defense Systems.,97,1,2
225,1990,225,101,2,Senate,S. 2884,On the Motion to Table S.Amdt. 2589: Bumpers Amdt. No. 2589; To reduce funding for the strategic defense initiative.,1/2,4/8/1990,02:38PM,Motion to Table Agreed to,To reduce funding for the strategic defense initiative.,56,41,3
226,1990,226,101,2,Senate,S. 2884,"On the Motion to Table S.Amdt. 2590: Motion To Table Amendment No. 2590; To authorize the transfer of $400,000,000 of the funds authorized to be appropriated for the Strategic Defense Initiative for drug treatment, pregnant women, and veterans health programs.",1/2,4/8/1990,02:58PM,Motion to Table Agreed to,"To authorize the transfer of $400,000,000 of the funds authorized to be appropriated for the Strategic Defense Initiative for drug treatment, pregnant women, and veterans health programs.",54,43,3
227,1990,227,101,2,Senate,S. 2884,"On Passage of the Bill: S. 2884; To authorize appropriations for fiscal year 1991 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal years for the Armed Forces, and for other purposes.",1/2,4/8/1990,04:07PM,Bill Passed,"To authorize appropriations for fiscal year 1991 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal years for the Armed Forces, and for other purposes.",79,16,5
228,1990,228,101,2,Senate,H.R. 5241,On the Motion S.Amdt. 2629: Motion To Waive; To provide appropriations for employing additional collection personnel in the Internal Revenue Service.,3/5,11/9/1990,04:45PM,Motion Rejected,To provide appropriations for employing additional collection personnel in the Internal Revenue Service.,35,64,1
229,1990,229,101,2,Senate,H.R. 5241,"On the Motion to Table S.Amdt. 2628: Motion To Table; To interpret the word ""child"".",1/2,11/9/1990,05:18PM,Motion to Table Agreed to,"To interpret the word ""child"".",63,36,1
230,1990,230,101,2,Senate,H.R. 5241,On the Amendment S.Amdt. 2625: Heinz Amendment No. 2625; To express the sense of the Senate that Saddam Hussein should be tried for war crimes in the event of hostilities between the government of Iraq and the United States.,1/2,11/9/1990,05:54PM,Amendment Agreed to,To express the sense of the Senate that Saddam Hussein should be tried for war crimes in the event of hostilities between the government of Iraq and the United States.,97,2,1
231,1990,231,101,2,Senate,H.R. 5241,"On Passage of the Bill: H.R. 5241; A bill making appropriations for the Treasury Department, the United States Postal Service, the Executive Office of the President, and certain Independent Agencies, for the fiscal year ending September 30, 1991, and for other purposes.",1/2,11/9/1990,06:18PM,Bill Passed,"A bill making appropriations for the Treasury Department, the United States Postal Service, the Executive Office of the President, and certain Independent Agencies, for the fiscal year ending September 30, 1991, and for other purposes.",93,6,1
232,1990,232,101,2,Senate,S. 2924,On the Amendment S.Amdt. 2431: Hollings Amendment No. 2431; The Consumer Seafood Safety and Quality Assurance Act of 1990.,1/2,12/9/1990,06:15PM,Amendment Rejected,The Consumer Seafood Safety and Quality Assurance Act of 1990.,39,59,2
233,1990,233,101,2,Senate,H.R. 5311,"On the Amendment S.Amdt. 2637: Adams Amendment No. 2637; To permit organizations in D.C. to exclude any person who has been convicted of a sex offense with a child or who based on his conduct otherwise poses a threat of engaging in sex with a minor or otherwise sexually abusing a minor, and to exclude a person in a program from working with a child if the parent or guardian of that child objects to that person's sexual orientation.",1/2,12/9/1990,06:42PM,Amendment Agreed to,"To permit organizations in D.C. to exclude any person who has been convicted of a sex offense with a child or who based on his conduct otherwise poses a threat of engaging in sex with a minor or otherwise sexually abusing a minor, and to exclude a person in a program from working with a child if the parent or guardian of that child objects to that person's sexual orientation.",98,0,2
234,1990,234,101,2,Senate,H.R. 5311,"On the Motion to Table S.Amdt. 2638: Motion To Table Amendment No. 2638; To allow organizations in the Nation's Capital to exclude adult homosexuals from certain programs and activities that involve juveniles, and to define ""juvenile"" as a person who has not attained 18 years of age.",1/2,12/9/1990,07:05PM,Motion to Table Failed,"To allow organizations in the Nation's Capital to exclude adult homosexuals from certain programs and activities that involve juveniles, and to define ""juvenile"" as a person who has not attained 18 years of age.",45,54,1
235,1990,235,101,2,Senate,S. 1224,"On the Cloture Motion: Motion To Invoke Cloture; A bill to amend the Motor Vehicle Information and Cost Savings Act to require new standards for corporate average fuel economy, and for other purposes.",3/5,14/9/1990,10:15AM,Cloture Motion Agreed to,"A bill to amend the Motor Vehicle Information and Cost Savings Act to require new standards for corporate average fuel economy, and for other purposes.",68,28,4
236,1990,236,101,2,Senate,Treaty Doc. 101-9,"On the Resolution of Ratification: Treaty 99-13 And Treaty 101-9; The Convention between the Government of the United States of America and the Government of the Tunisian Republic for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related Exchange of Notes, signed at Washington on June 17, 1985",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"The Convention between the Government of the United States of America and the Government of the Tunisian Republic for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related Exchange of Notes, signed at Washington on June 17, 1985",99,0,1
237,1990,237,101,2,Senate,Treaty Doc. 100-22,"On the Resolution of Ratification: Treaty 100-22; The Convention between the Government of the United States of America and the Government of the Republic of Indonesia for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related protocol and exchange of notes, signed at Jakarta on July 11, 1988",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"The Convention between the Government of the United States of America and the Government of the Republic of Indonesia for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related protocol and exchange of notes, signed at Jakarta on July 11, 1988",99,0,1
238,1990,238,101,2,Senate,Treaty Doc. 101-5,"On the Resolution of Ratification: Treaty 101-5; The Convention between the Government of the United States of America and the Government of the Republic of India for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related Protocol, signed at New Delhi on September 12, 1989",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"The Convention between the Government of the United States of America and the Government of the Republic of India for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related Protocol, signed at New Delhi on September 12, 1989",99,0,1
239,1990,239,101,2,Senate,Treaty Doc. 101-6,"On the Resolution of Ratification: Treaty 101-6; A Convention negotiated by the Member States of the Council of Europe and the Organization for Economic Co-operation and Development (OECD), on Mutual Administrative Assistance in Tax Matters, done at Strasbourg, January 25, 1988, and signed by the United States in Paris on June 28, 1989",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"A Convention negotiated by the Member States of the Council of Europe and the Organization for Economic Co-operation and Development (OECD), on Mutual Administrative Assistance in Tax Matters, done at Strasbourg, January 25, 1988, and signed by the United States in Paris on June 28, 1989",99,0,1
240,1990,240,101,2,Senate,Treaty Doc. 101-10,"On the Resolution of Ratification: Treaty 101-10; The Convention between the United States of America and the Federal Republic of Germany for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income and Capital and to Certain Other Taxes, together with a related Protocol, signed at Bonn on August 29, 1989",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"The Convention between the United States of America and the Federal Republic of Germany for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income and Capital and to Certain Other Taxes, together with a related Protocol, signed at Bonn on August 29, 1989",99,0,1
241,1990,241,101,2,Senate,Treaty Doc. 101-11,"On the Resolution of Ratification: Treaty 101-11; The Convention between the Government of the United States of America and the Government of the Republic of Finland for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income and on Capital, signed at Helsinki on Sepctember 21, 1989",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"The Convention between the Government of the United States of America and the Government of the Republic of Finland for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income and on Capital, signed at Helsinki on Sepctember 21, 1989",99,0,1
242,1990,242,101,2,Senate,Treaty Doc. 101-16,"On the Resolution of Ratification: Treaty 101-16; The Convention between the United States of America and the Kingdom of Spain for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related Protocol, signed at Madrid on February 22, 1990",2/3,18/9/1990,02:26PM,Resolution of Ratification Agreed to,"The Convention between the United States of America and the Kingdom of Spain for the Avoidance of Double Taxation and the Prevention of Fiscal Evasion with respect to Taxes on Income, together with a related Protocol, signed at Madrid on February 22, 1990",99,0,1
243,1990,243,101,2,Senate,S. 1511,On the Amendment S.Amdt. 2669: Pryor Amendment No. 2669; To provide a 2-year delayed effective date for application of title I to Federal employment and to require the Director of the Office of Personnel Management to study and report on the compliance of Federal agencies with title I.,1/2,18/9/1990,02:46PM,Amendment Agreed to,To provide a 2-year delayed effective date for application of title I to Federal employment and to require the Director of the Office of Personnel Management to study and report on the compliance of Federal agencies with title I.,80,19,1
244,1990,244,101,2,Senate,H.R. 5311,On the Amendment S.Amdt. 2640: Coats Amendment No. 2640; To authorize States to regulate certain solid waste.,1/2,18/9/1990,04:09PM,Amendment Agreed to,To authorize States to regulate certain solid waste.,68,31,1
